Bill number,Supplier,Transaction date,Due date,Supplier invoice number,Amounts are,Item,Description,Account No.,No. of Unit,Unit Price,Discount %,Amount ($),Tax code,Tax amount ($),Job No.,Job name
388695,Australian Super,########,########,388695,Tax exclusive,,Peter McMaster,2-1383,1,"1,117.02",,"1,117.02",N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Daniel Meldrum,2-1383,1,"1,404.44",,"1,404.44",N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Chris Merrison,2-1383,1,843.86,,843.86,N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Jayden Pobke,2-1383,1,771.94,,771.94,N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Ben Redzimski,2-1383,1,"1,395.96",,"1,395.96",N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Erin Rogers,2-1383,1,837.3,,837.3,N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Shane Roka,2-1383,1,833.51,,833.51,N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Shane Shovelling,2-1383,1,680,,680,N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,George Tziarkas - $1500 Salary Sacrifice,2-1383,1,"2,810.80",,"2,810.80",N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Mark Williams - $1575 Salary Sacrifice,2-1383,1,"2,535.90",,"2,535.90",N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Jacob Wilson,2-1383,1,723.87,,723.87,N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Jaxon Woods,2-1383,1,493.44,,493.44,N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Adam Young,2-1383,1,"1,096.40",,"1,096.40",N-T,0,,
47,Gmac Floors,########,########,47,Tax exclusive,,Flooring Installation,5-1445,1,"2,808.70",,"2,808.70",GST,280.87,,
77,Sean Schmitz,########,########,77,Tax exclusive,,Flooring installation,5-1445,1,"1,323.70",,"1,323.70",N-T,0,,
100173359,Charles Galea,########,########,1.00E+08,Tax exclusive,,Flooring installation,5-1445,1,508.4,,508.4,GST,50.84,,
100173360,Charles Galea,########,########,1.00E+08,Tax exclusive,,Flooring installation,5-1445,1,254.9,,254.9,GST,25.49,,
100173361,Charles Galea,########,########,1.00E+08,Tax exclusive,,Flooring installation,5-1445,1,350.3,,350.3,GST,35.03,,
100173362,Charles Galea,########,########,1.00E+08,Tax exclusive,,Flooring installation,5-1445,1,331.7,,331.7,GST,33.17,,
100173363,Charles Galea,########,########,1.00E+08,Tax exclusive,,Flooring installation,5-1445,1,265.2,,265.2,GST,26.52,,
CAR24/0151,FCRC,########,########,CAR24/0151,Tax exclusive,,,5-1439,1,480,,480,GST,48,,
CAR24/0149,FCRC,########,########,CAR24/0149,Tax exclusive,,,5-1439,1,480,,480,GST,48,,
4,Paul Wignall,########,########,4,Tax exclusive,,42 Tina drive & 7 Kingston close,5-1445,1,"1,655.00",,"1,655.00",N-T,0,,
6,Paul Wignall,########,########,6,Tax exclusive,,25 Second ave,5-1445,1,"2,394.00",,"2,394.00",N-T,0,,
88761,Advance Metal Industries Aust.,########,########,88761,Tax exclusive,,,5-1445,1,265.15,,265.15,GST,26.52,,
88884,Advance Metal Industries Aust.,########,########,88884,Tax exclusive,,,5-1445,1,284.07,,284.07,GST,28.41,,
6330518,Bremick Fasteners,########,########,6330518,Tax exclusive,,,5-1445,1,970.85,,970.85,GST,97.08,,
6330599,Bremick Fasteners,########,########,6330599,Tax exclusive,,,5-1445,1,395.83,,395.83,GST,39.58,,
6334267,Bremick Fasteners,########,########,6334267,Tax exclusive,,,5-1445,1,260.19,,260.19,GST,26.02,,
1960,Superior Timber Floors QLD,########,########,1960,Tax exclusive,,Flooring install,5-1445,1,"3,526.34",,"3,526.34",GST,352.63,,
1959,Superior Timber Floors QLD,########,########,1959,Tax exclusive,,Flooring install,5-1445,1,"2,013.76",,"2,013.76",GST,201.38,,
1961,Superior Timber Floors QLD,########,########,1961,Tax exclusive,,Flooring install,5-1445,1,"1,889.64",,"1,889.64",GST,188.96,,
10709,Admired Flooring,########,########,10709,Tax exclusive,,Flooring installation,5-1445,1,"1,791.88",,"1,791.88",GST,179.19,,
10718-50163,Admired Flooring,########,########,10718-50163,Tax exclusive,,Flooring installation,5-1445,1,"1,791.88",,"1,791.88",GST,179.19,,
10743,Admired Flooring,########,########,10743,Tax exclusive,,Flooring installation,5-1445,1,"1,938.35",,"1,938.35",GST,193.84,,
20248677,Rapid Building Approval,########,########,20248677,Tax exclusive,,Lot 1 (House 2) Thyme Resort,5-1439,1,722.73,,722.73,GST,72.27,,
20248690,Rapid Building Approval,########,########,20248690,Tax exclusive,,Lot 2 (62) Corfield street,5-1439,1,722.73,,722.73,GST,72.27,,
R24279,Coast Wide Certification,########,########,R24279,Tax exclusive,,22 Emerald Park way,5-1439,1,777.27,,777.27,GST,77.73,,
R24270,Coast Wide Certification,########,########,R24270,Tax exclusive,,3 Lamimar court,5-1439,1,777.27,,777.27,GST,77.73,,
R24272,Coast Wide Certification,########,########,R24272,Tax exclusive,,117 Beach drive,5-1439,1,863.64,,863.64,GST,86.36,,
R24273,Coast Wide Certification,########,########,R24273,Tax exclusive,,14 Homebush road,5-1439,1,863.64,,863.64,GST,86.36,,
R24264,Coast Wide Certification,########,########,R24264,Tax exclusive,,17 Ann street,5-1439,1,777.27,,777.27,GST,77.73,,
ADG3961197,C & L Kertland Pty Ltd,########,########,ADG3961197,Tax exclusive,,1 Highpoint road,5-1445,1,"4,000.00",,"4,000.00",GST,400,,
ADG3961196,C & L Kertland Pty Ltd,########,########,ADG3961196,Tax exclusive,,Danielle Fawcett,5-1445,1,"2,609.09",,"2,609.09",GST,260.91,,
509,Pups Concreting,########,########,509,Tax exclusive,,73 Waterview drive,5-1445,1,"2,727.27",,"2,727.27",GST,272.73,,
510,Pups Concreting,########,########,510,Tax exclusive,,9 windward way,5-1445,1,"1,475.45",,"1,475.45",GST,147.55,,
36082,FBHS (Aust) Pty Ltd,########,########,36082,Tax exclusive,,Gary MacLachlan,5-1439,1,316.66,,316.66,GST,31.67,,
96,UHI Investments Pty Ltd,########,########,96,Tax exclusive,,Shed Commissions April,5-1439,1,"3,087.00",,"3,087.00",GST,308.7,,
10613,A.T. Concreting,########,########,10613,Tax exclusive,,25 Second ave,5-1445,1,"4,036.36",,"4,036.36",GST,403.64,,
388742,BEMEKO Pty Ltd,########,########,388742,Tax exclusive,,Shed Commissions April,5-1439,1,"3,087.00",,"3,087.00",GST,308.7,,
925,Fraser Coast Shed Builders Pty Ltd,########,########,925,Tax exclusive,,38 Hamilton drive,5-1445,1,"10,000.00",,"10,000.00",GST,"1,000.00",,
945,Touching Hearts Animal Rescue,########,########,945,Tax exclusive,,,6-1489,1,"4,500.00",,"4,500.00",FRE,0,,
44,Hervey Bay Concreting,########,########,44,Tax exclusive,,55 Peppermint cct,5-1445,1,"7,675.80",,"7,675.80",GST,767.58,,
141,Mark Schmitz*,########,########,141,Tax exclusive,,Flooring installation,5-1445,1,"1,323.70",,"1,323.70",N-T,0,,
75,William Howard,########,########,75,Tax exclusive,,Vinyl Plank Installation,5-1445,1,"4,035.21",,"4,035.21",N-T,0,,
6615,House & Haven Australia,########,########,6615,Tax exclusive,,,5-1445,1,932.8,,932.8,GST,93.28,,
996405172,Cars Plus Mechanical,########,########,9.96E+08,Tax exclusive,,Service. 86676KM,6-1811,1,353.18,,353.18,GST,35.32,,
23-50917,Nick Burke,########,########,23-50917,Tax exclusive,,,5-1445,1,"2,322.57",,"2,322.57",GST,232.26,,
24044,River Heads Flooring,########,########,24044,Tax exclusive,,Flooring installation,5-1445,1,"2,894.10",,"2,894.10",GST,289.41,,
1303844,Ozroll Pty Ltd,########,########,1303844,Tax exclusive,,,5-1445,1,928.4,,928.4,GST,92.84,,
29.04.24,National Tiles,########,########,29.04.24,Tax exclusive,,Statement dated 29.04.24,5-1445,1,"15,204.04",,"15,204.04",GST,"1,520.40",,
7425,JDT Earthworx,########,########,7425,Tax exclusive,,37 Planation st,5-1445,1,"8,809.09",,"8,809.09",GST,880.91,,
2406,Kirkland Homes Pty Ltd,########,########,2406,Tax exclusive,,Patio Installations,5-1445,1,"1,637.27",,"1,637.27",GST,163.73,,
1117-50222,A & I Transport,########,########,1117-50222,Tax exclusive,,Tile delivery,5-1438,1,"1,400.00",,"1,400.00",GST,140,,
240464,All Aussie Lawns & Maintenance,########,########,240464,Tax exclusive,,231 Maryborough Hervey Bay Road,6-1507,1,200,,200,N-T,0,,
105589,House & Haven Australia,########,########,105589,Tax exclusive,,,5-1445,1,"1,991.84",,"1,991.84",GST,199.18,,
39601,Hervey Bay Pelican Freight,########,########,39601,Tax exclusive,,,5-1442,1,96,,96,GST,9.6,,
39947,Hervey Bay Pelican Freight,########,########,39947,Tax exclusive,,,5-1442,1,78,,78,GST,7.8,,
89,The France Family Trust,########,########,89,Tax exclusive,,Flooring Installations,5-1442,1,"1,363.36",,"1,363.36",N-T,0,,
1760-50518,The Flooring Co,########,########,1760-50518,Tax exclusive,,Flooring installation,5-1442,1,"2,433.95",,"2,433.95",GST,243.4,,
2582,Briggs Clarken,########,########,2582,Tax exclusive,,Installations,5-1442,1,"2,526.70",,"2,526.70",GST,252.67,,
1110,DB Schulz,########,########,1110,Tax exclusive,,,5-1442,1,"1,396.00",,"1,396.00",GST,139.6,,
1111,DB Schulz,########,########,1111,Tax exclusive,,,5-1442,1,600,,600,GST,60,,
1112,DB Schulz,########,########,1112,Tax exclusive,,,5-1442,1,"1,162.85",,"1,162.85",GST,116.29,,
389261,Southern Cross Austereo,########,########,389261,Tax exclusive,,April Statement,6-1448,1,650,,650,GST,65,,
389262,Bunnings Building Supplies,########,########,389262,Tax exclusive,,April Statement,5-1445,1,"2,374.76",,"2,374.76",GST,237.48,,
389263,Stratco (Qld) Pty. Ltd. +,########,########,389263,Tax exclusive,,April Statement,5-1445,1,"91,364.99",,"91,364.99",GST,"9,136.50",,
389264,Suntex Pty. Ltd. +,########,########,389264,Tax exclusive,,April Statement,5-1445,1,"33,304.44",,"33,304.44",GST,"3,330.44",,
389265,BJ Security,########,########,389265,Tax exclusive,,April Statement,5-1445,1,"48,945.39",,"48,945.39",GST,"4,894.54",,
389266,Bradnams +,########,########,389266,Tax exclusive,,April Statement,5-1445,1,"2,125.99",,"2,125.99",GST,212.6,,
389267,Intex Concepts,########,########,389267,Tax exclusive,,April Statement,5-1445,1,"12,673.41",,"12,673.41",GST,"1,267.34",,
389268,Stramit Building Products,########,########,389268,Tax exclusive,,April Statement,5-1445,1,150.24,,150.24,GST,15.02,,
389269,Office National,########,########,389269,Tax exclusive,,April Statement,6-1966,1,"1,044.90",,"1,044.90",GST,104.49,,
389270,Stramit (Taurean 24864),########,########,389270,Tax exclusive,,April Statement,5-1445,1,########,,########,GST,"16,032.70",,
389271,Vulcan Steel,########,########,389271,Tax exclusive,,April Statement,5-1445,1,"1,229.38",,"1,229.38",GST,122.94,,
389272,BP Aust,########,########,389272,Tax exclusive,,101.85,6-1821,1,500.05,,500.05,GST,50,,
389272,BP Aust,########,########,389272,Tax exclusive,,101.85,6-1666,1,65.89,,65.89,GST,6.59,,
389272,BP Aust,########,########,389272,Tax exclusive,,101.85,6-1825,1,231.72,,231.72,GST,23.17,,
389272,BP Aust,########,########,389272,Tax exclusive,,101.85,6-1829,1,190.88,,190.88,GST,19.09,,
389272,BP Aust,########,########,389272,Tax exclusive,,101.85,6-1833,1,"1,087.08",,"1,087.08",GST,108.71,,
389272,BP Aust,########,########,389272,Tax exclusive,,101.85,6-1837,1,282.73,,282.73,GST,28.27,,
389272,BP Aust,########,########,389272,Tax exclusive,,101.85,6-1841,1,243.83,,243.83,GST,24.38,,
389272,BP Aust,########,########,389272,Tax exclusive,,101.85,6-1780,1,245.65,,245.65,GST,24.56,,
389272,BP Aust,########,########,389272,Tax exclusive,,101.85,6-1684,1,258.94,,258.94,GST,25.89,,
389272,BP Aust,########,########,389272,Tax exclusive,,101.85,6-1717,1,2.68,,2.68,GST,0.27,,
389272,BP Aust,########,########,389272,Tax exclusive,,101.85,6-1766,1,193.13,,193.13,GST,19.31,,
389272,BP Aust,########,########,389272,Tax exclusive,,101.85,6-1774,1,76.43,,76.43,GST,7.64,,
389272,BP Aust,########,########,389272,Tax exclusive,,101.85,6-1758,1,545.97,,545.97,GST,54.6,,
389272,BP Aust,########,########,389272,Tax exclusive,,101.85,6-1805,1,253.6,,253.6,GST,25.36,,
389272,BP Aust,########,########,389272,Tax exclusive,,101.85,6-1789,1,164.42,,164.42,GST,16.44,,
389272,BP Aust,########,########,389272,Tax exclusive,,101.85,6-1845,1,286.75,,286.75,GST,28.68,,
389272,BP Aust,########,########,389272,Tax exclusive,,101.85,6-1729,1,2.68,,2.68,GST,0.27,,
389272,BP Aust,########,########,389272,Tax exclusive,,101.85,6-1737,1,2.68,,2.68,GST,0.27,,
389272,BP Aust,########,########,389272,Tax exclusive,,101.85,6-1809,1,419.97,,419.97,GST,42,,
389272,BP Aust,########,########,389272,Tax exclusive,,101.85,6-1857,1,400.75,,400.75,GST,40.07,,
389272,BP Aust,########,########,389272,Tax exclusive,,101.85,6-1793,1,171.85,,171.85,GST,17.19,,
389272,BP Aust,########,########,389272,Tax exclusive,,101.85,6-1797,1,351.83,,351.83,GST,35.18,,
389272,BP Aust,########,########,389272,Tax exclusive,,101.85,6-1853,1,216.16,,216.16,GST,21.62,,
389272,BP Aust,########,########,389272,Tax exclusive,,101.85,6-1770,1,220.5,,220.5,GST,22.05,,
389272,BP Aust,########,########,389272,Tax exclusive,,101.85,6-1785,1,81.51,,81.51,GST,8.15,,
389272,BP Aust,########,########,389272,Tax exclusive,,101.85,6-1813,1,295.74,,295.74,GST,29.57,,
389272,BP Aust,########,########,389272,Tax exclusive,,101.85,6-1801,1,145.44,,145.44,GST,14.54,,
389272,BP Aust,########,########,389272,Tax exclusive,,101.85,6-1817,1,576.83,,576.83,GST,57.68,,
389272,BP Aust,########,########,389272,Tax exclusive,,101.85,6-1674,1,226.92,,226.92,GST,22.69,,
389272,BP Aust,########,########,389272,Tax exclusive,,101.85,6-1861,1,301.32,,301.32,GST,30.13,,
389272,BP Aust,########,########,389272,Tax exclusive,,101.85,6-1865,1,346.25,,346.25,GST,34.62,,
389272,BP Aust,########,########,389272,Tax exclusive,,101.85,6-1662,1,2.68,,2.68,GST,0.27,,
389272,BP Aust,########,########,389272,Tax exclusive,,101.85,6-1632,1,291.15,,291.15,GST,29.11,,
389272,BP Aust,########,########,389272,Tax exclusive,,101.85,6-1725,1,283.98,,283.98,GST,28.4,,
389436,Byrne Bros +,########,########,389436,Tax exclusive,,April Statement,5-1445,1,"2,482.54",,"2,482.54",GST,248.25,,
389437,Pacific Wholesale Distributors,########,########,389437,Tax exclusive,,April Statement,5-1445,1,"90,679.25",,"90,679.25",GST,"9,067.93",,
389438,News Corp Australia,########,########,389438,Tax exclusive,,Digital Advertising Blinds & Flooring April Statement,6-1450,1,"3,596.40",,"3,596.40",GST,359.64,,
389439,Southern Cross Austereo National Tiles,########,########,389439,Tax exclusive,,April Statement,6-1448,1,"1,848.00",,"1,848.00",GST,184.8,,
389440,Handy Hire +,########,########,389440,Tax exclusive,,April Statement,6-1508,1,216,,216,GST,21.6,,
389441,Samios Plumbing Supplies,########,########,389441,Tax exclusive,,April Statement,5-1445,1,"3,257.54",,"3,257.54",GST,325.75,,
389444,Aluminium Speciaties,########,########,389444,Tax exclusive,,April Statement,5-1445,1,"3,564.60",,"3,564.60",GST,356.46,,
389445,Hervey Bay Pelican Freight,########,########,389445,Tax exclusive,,April Statement,5-1445,1,"12,902.40",,"12,902.40",GST,"1,290.24",,
389447,Fraser Coast Bolts,########,########,389447,Tax exclusive,,April Statement,5-1445,1,"1,455.04",,"1,455.04",GST,145.5,,
388222,UHI Investments Pty Ltd,########,########,388222,Tax exclusive,,Dividend May,3-1396,1,"10,000.00",,"10,000.00",N-T,0,,
388223,BEMEKO Pty Ltd,########,########,388223,Tax exclusive,,May Dividend,3-1396,1,"10,000.00",,"10,000.00",N-T,0,,
388224,C & L Kertland Pty Ltd,########,########,388224,Tax exclusive,,Monthly Rebate,5-1445,1,"2,727.27",,"2,727.27",GST,272.73,,
388225,Stephen Hill,########,########,388225,Tax exclusive,,May Dividend,3-1396,1,"15,000.00",,"15,000.00",N-T,0,,
388226,Lyn Hill,########,########,388226,Tax exclusive,,Dividend May,3-1396,1,"15,000.00",,"15,000.00",N-T,0,,
388227,S & L Hill Super Fund - Macquarie Super,########,########,388227,Tax exclusive,,Rent May,6-1985,1,"6,345.45",,"6,345.45",GST,634.55,,
388227,S & L Hill Super Fund - Macquarie Super,########,########,388227,Tax exclusive,,Rent May,6-1981,1,"15,000.00",,"15,000.00",GST,"1,500.00",,
388911,Services Australia,########,########,388911,Tax exclusive,,Rod Hamilton - April,2-2100,1,"1,102.53",,"1,102.53",N-T,0,,
388995,Office of State Revenue,########,########,388995,Tax exclusive,,"April Return 2023-2024 Taxable Wages $387759 (Employee $373104, Super $0, Subcontractors $14655)",6-1960,1,"11,975.40",,"11,975.40",FRE,0,,
19-50657,Leon Condie Roofing,########,########,19-50657,Tax exclusive,,Roof Repairs Torquay Office,5-1445,1,"1,410.00",,"1,410.00",N-T,0,,
98,Daniel Gunn,########,########,98,Tax exclusive,,Flooring installation,5-1445,1,331.6,,331.6,N-T,0,,
36,Robert Spoltaric,########,########,36,Tax exclusive,,Flooring installation,5-1445,1,"1,567.90",,"1,567.90",N-T,0,,
31,Darren Kennedy,########,########,31,Tax exclusive,,Floor Installations,5-1445,1,895.1,,895.1,GST,89.51,,
1715-50496,JK Floor Prep,########,########,1715-50496,Tax exclusive,,Flooring install,5-1445,1,"1,800.00",,"1,800.00",GST,180,,
1413,Broadhurst Concreting,########,########,1413,Tax exclusive,,111 Ariadne,5-1445,1,"3,476.36",,"3,476.36",GST,347.64,,
88958,Advance Metal Industries Aust.,########,########,88958,Tax exclusive,,,5-1445,1,755.01,,755.01,GST,75.5,,
552404,JJ Richards,########,########,552404,Tax exclusive,,,6-2023,1,"5,435.42",,"5,435.42",GST,543.54,,
1166-50239,Henzells Agency Pty Ltd,########,########,1166-50239,Tax exclusive,,Rent 01.06.24-30.06.24,6-1921,1,"6,117.82",,"6,117.82",GST,611.78,,
95,Dundowran Floorcoverings,########,########,95,Tax exclusive,,Flooring installation,5-1445,1,"2,743.20",,"2,743.20",GST,274.32,,
ADG3961198,C & L Kertland Pty Ltd,########,########,ADG3961198,Tax exclusive,,111 Ariadne,5-1445,1,"2,321.82",,"2,321.82",GST,232.18,,
927,Fraser Coast Shed Builders Pty Ltd,########,########,927,Tax exclusive,,Steve Menzies,5-1445,1,"1,977.27",,"1,977.27",GST,197.73,,
1737,Write On Signs,########,########,1737,Tax exclusive,,Signage,5-1445,1,813.64,,813.64,GST,81.36,,
6337373,Bremick Fasteners,########,########,6337373,Tax exclusive,,,5-1445,1,369.78,,369.78,GST,36.98,,
254-501078,Mark Holstein Concreting,########,########,254-501078,Tax exclusive,,3 Queben,5-1445,1,"3,818.18",,"3,818.18",GST,381.82,,
253-501074,Mark Holstein Concreting,########,########,253-501074,Tax exclusive,,116 Doolong,5-1445,1,"12,381.82",,"12,381.82",GST,"1,238.18",,
10666,Admired Flooring,########,########,10666,Tax exclusive,,Flooring installation,5-1445,1,"1,840.70",,"1,840.70",GST,184.07,,
10618-50161,Admired Flooring,########,########,10618-50161,Tax exclusive,,Flooring installation,5-1445,1,"1,254.80",,"1,254.80",GST,125.48,,
20248729,Rapid Building Approval,########,########,20248729,Tax exclusive,,Lot 273 (54) Earl street,5-1439,1,922.73,,922.73,GST,92.27,,
20248747,Rapid Building Approval,########,########,20248747,Tax exclusive,,Lot 8 (5) Jacklin,5-1439,1,722.73,,722.73,GST,72.27,,
20248750,Rapid Building Approval,########,########,20248750,Tax exclusive,,Lot 164 (107) Bay Park road,5-1439,1,722.73,,722.73,GST,72.27,,
R24286,Coast Wide Certification,########,########,R24286,Tax exclusive,,14 Ferris ave,5-1439,1,777.27,,777.27,GST,77.73,,
R24287,Coast Wide Certification,########,########,R24287,Tax exclusive,,6 Emerald Park way,5-1439,1,777.27,,777.27,GST,77.73,,
R24288,Coast Wide Certification,########,########,R24288,Tax exclusive,,3 Greenway drive,5-1439,1,777.27,,777.27,GST,77.73,,
